"","contrast","estimate","std.error","statistic","p.value","generation","metabolite","treatment","sex","exposure","pAdj","results","pAdjALL","SignifAll"
"312","Both vs Paternal HSD",6.53812533945551,1.80667515420031,3.61887156318895,0.00122606802782144,"F1","Glycogen","HSD","female","NA",0.0139384575794437,"*",0.0087515890261737,"**"
"313","Maternal vs Paternal HSD",4.79011351709262,1.81551486712796,2.63843254815661,0.0245330361385357,"F1","Glycogen","HSD","female","NA",0.139450942261151," ",0.101566769613538," "
"314","Both vs Maternal * Paternal HSD",4.1430685809092,1.55389221060453,2.666252235924,0.0226180080440124,"F1","Glycogen","HSD","female","NA",0.132040263175856," ",0.0945843972749608,"."
"315","Both vs Maternal HSD",-1.6119113582012,1.59537814601125,-1.01036319334779,0.578162813742926,"F1","Trehalose","HSD","female","NA",0.999986154515138," ",0.92064245549478," "
"316","Both vs Paternal HSD",-1.88416751668028,1.60797499665735,-1.17176418824738,0.478742047483329,"F1","Trehalose","HSD","female","NA",0.999986154515138," ",0.850640376215013," "
"317","Maternal vs Paternal HSD",-0.272256158479075,1.61584250805376,-0.16849176644511,0.984850764400177,"F1","Trehalose","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"318","Both vs Maternal * Paternal HSD",-1.74803943744074,1.38299340440017,-1.2639535603562,0.424522382113085,"F1","Trehalose","HSD","female","NA",0.999986154515138," ",0.802521763446655," "
"319","Both vs Maternal HSD",1.90911327380697,0.5881893605743,3.24574601611791,0.00391013781720329,"F1","Glucose","HSD","female","NA",0.0367212942833004,"*",0.0227999585397487,"*"
"320","Both vs Paternal HSD",1.69196305633944,0.592833609679318,2.85402687822419,0.0125630198228409,"F1","Glucose","HSD","female","NA",0.0848003838041762,".",0.0571548374357817,"."
"321","Maternal vs Paternal HSD",-0.21715021746753,0.59573423014296,-0.364508545052749,0.931060756644908,"F1","Glucose","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"322","Both vs Maternal * Paternal HSD",1.80053816507321,0.509886642390346,3.53125188106967,0.00102170083150677,"F1","Glucose","HSD","female","NA",0.0122604099780812,"*",0.00742077446041757,"**"
"323","Both vs Maternal HSD",-9.03999999999984,36.0576224026673,-0.250709819384295,0.966744219433873,"F1","Fitness","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"324","Both vs Paternal HSD",-137.88,36.0576224026673,-3.82387941335258,0.000497296316337992,"F1","Fitness","HSD","female","NA",0.00671350027056289,"**",0.0038126050919246,"**"
"325","Maternal vs Paternal HSD",-128.84,36.0576224026673,-3.57316959396828,0.000961035266868859,"F1","Fitness","HSD","female","NA",0.0122108010378632,"*",0.00710479643720907,"**"
"326","Both vs Maternal * Paternal HSD",-73.4599999999999,31.2268170007768,-2.35246519035778,0.0521435446008158,"F1","Fitness","HSD","female","NA",0.218906801567332," ",0.178408491444114," "
"327","Both vs Maternal HSD",-2.03819263057887,2.91496860437791,-0.699215980411509,0.768747928051071,"F1","TAG","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"328","Both vs Paternal HSD",-8.88776455320843,2.90166445138674,-3.06298839928265,0.00681947684962581,"F1","TAG","HSD","male","NA",0.0536956659138267,".",0.0348551038980874,"*"
"329","Maternal vs Paternal HSD",-6.84957192262956,2.89092460397403,-2.36933606404461,0.0499859250372302,"F1","TAG","HSD","male","NA",0.218906801567332," ",0.17537434716452," "
"330","Both vs Maternal * Paternal HSD",-5.46297859189365,2.52368540234507,-2.16468288274652,0.0819897579991378,"F1","TAG","HSD","male","NA",0.295163128796896," ",0.247764670157978," "
"331","Both vs Maternal HSD",1.86629876219171,1.79182045565819,1.04156571954424,0.558403186075735,"F1","Glycogen","HSD","male","NA",0.999986154515138," ",0.913446901337656," "
"332","Both vs Paternal HSD",-0.969155307636232,1.7991229920957,-0.538682075596909,0.855502667487359,"F1","Glycogen","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"333","Maternal vs Paternal HSD",-2.83545406982794,1.79630673243868,-1.57849103308682,0.263138002318301,"F1","Glycogen","HSD","male","NA",0.778600116448671," ",0.592060505216177," "
"334","Both vs Maternal * Paternal HSD",0.448571727277737,1.55468729130656,0.288528586929373,0.956197231877265,"F1","Glycogen","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"335","Both vs Maternal HSD",-1.86163971371235,1.59475403450316,-1.16735225209343,0.481217661268494,"F1","Trehalose","HSD","male","NA",0.999986154515138," ",0.85138509301349," "
"336","Both vs Paternal HSD",-0.584929222255581,1.60125342980197,-0.365294594452748,0.930728049685905,"F1","Trehalose","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"337","Maternal vs Paternal HSD",1.27671049145676,1.59874690553718,0.798569484034615,0.709804096099329,"F1","Trehalose","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"338","Both vs Maternal * Paternal HSD",-1.22328446798396,1.38370104123584,-0.884067028591232,0.657059941118787,"F1","Trehalose","HSD","male","NA",0.999986154515138," ",0.979274604144311," "
"339","Both vs Maternal HSD",1.30869833914504,0.587959261052258,2.2258316618789,0.0708997894304779,"F1","Glucose","HSD","male","NA",0.264040595120401," ",0.220695585144495," "
"340","Both vs Paternal HSD",1.25454895384104,0.59035547988883,2.12507378448877,0.0895687815713574,"F1","Glucose","HSD","male","NA",0.312046077732471," ",0.264791137936154," "
"341","Maternal vs Paternal HSD",-0.0541493853039969,0.589431366124169,-0.0918671594626165,0.995468934211392,"F1","Glucose","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"342","Both vs Maternal * Paternal HSD",1.28162364649304,0.51014753631003,2.51226077805493,0.0345085871818352,"F1","Glucose","HSD","male","NA",0.173345461192475," ",0.129877773575271," "
"343","Both vs Maternal HSD",0.729963581655033,2.37270570299008,0.307650283275812,0.950383915830982,"F2","TAG","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"344","Both vs Paternal HSD",-0.429744084038025,2.36223667490938,-0.181922534944349,0.982360252877034,"F2","TAG","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"345","Maternal vs Paternal HSD",-1.15970766569306,2.38583449734752,-0.486080516893514,0.880727273684008,"F2","TAG","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"346","Both vs Maternal * Paternal HSD",0.150109748808504,2.04496837835232,0.0734044351969155,0.997106547065372,"F2","TAG","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"347","Both vs Maternal HSD",0.12513306977619,2.10068826234264,0.0595676531446148,0.998098888972926,"F2","Glycogen","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"348","Both vs Paternal HSD",-5.90745242296574,2.06456825827514,-2.86135001799416,0.0130572553633425,"F2","Glycogen","HSD","female","NA",0.0854656714691506,".",0.0587576491350411,"."
"349","Maternal vs Paternal HSD",-6.03258549274193,2.16506816621756,-2.78632589350803,0.0162047014908452,"F2","Glycogen","HSD","female","NA",0.100006157772073," ",0.0706183833390517,"."
"350","Both vs Maternal * Paternal HSD",-2.89115967659477,1.77926574553059,-1.62491729178578,0.243996417174197,"F2","Glycogen","HSD","female","NA",0.742298959290515," ",0.558457750321363," "
"351","Both vs Maternal HSD",-0.151845204480884,1.00975010640744,-0.150378993294815,0.987945133672226,"F2","Trehalose","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"352","Both vs Paternal HSD",-0.0935956003030367,0.992388092916719,-0.0943135059470038,0.995240725559702,"F2","Trehalose","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"353","Maternal vs Paternal HSD",0.0582496041778473,1.0406959711288,0.0559717783039616,0.998321197552913,"F2","Trehalose","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"354","Both vs Maternal * Paternal HSD",-0.12272040239196,0.855250066410658,-0.143490666895821,0.989018642075794,"F2","Trehalose","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"355","Both vs Maternal HSD",-0.414715549036638,0.545781235734012,-0.759856737249117,0.733890516834604,"F2","Glucose","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"356","Both vs Paternal HSD",-0.403137028406912,0.536396873090553,-0.751564836842096,0.738839742883364,"F2","Glucose","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"357","Maternal vs Paternal HSD",0.0115785206297256,0.562507822026308,0.0205837504410456,0.999772781743138,"F2","Glucose","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"358","Both vs Maternal * Paternal HSD",-0.408926288721775,0.462272234630351,-0.884600584001689,0.65758053128531,"F2","Glucose","HSD","female","NA",0.999986154515138," ",0.979274604144311," "
"359","Both vs Maternal HSD",-179.72,60.4636794557967,-2.9723629394964,0.00919359677622922,"F2","Fitness","HSD","female","NA",0.0640586097956617,".",0.0437488398317115,"*"
"360","Both vs Paternal HSD",-138.76,60.4636794557967,-2.29493145718073,0.0601942531232978,"F2","Fitness","HSD","female","NA",0.242124645349525," ",0.199363366344362," "
"361","Maternal vs Paternal HSD",40.9600000000002,60.4636794557967,0.677431482315676,0.78133509375955,"F2","Fitness","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"362","Both vs Maternal * Paternal HSD",-159.24,52.3630824149992,-3.04107383782255,0.00696054928512568,"F2","Fitness","HSD","female","NA",0.0536956659138267,".",0.0351422854151467,"*"
"363","Both vs Maternal HSD",-8.50462655000436,2.36068910032609,-3.60260338764203,0.00135129447738169,"F2","TAG","HSD","male","NA",0.0145939803557223,"*",0.00948196463789866,"**"
"364","Both vs Paternal HSD",-33.3756316974994,2.36307538335108,-14.1238116789018,0,"F2","TAG","HSD","male","NA",0,"***",0,"***"
"365","Maternal vs Paternal HSD",-24.871005147495,2.36696832767565,-10.5075360986846,0,"F2","TAG","HSD","male","NA",0,"***",0,"***"
"366","Both vs Maternal * Paternal HSD",-20.9401291237519,2.04398003460019,-10.2447816364546,0,"F2","TAG","HSD","male","NA",0,"***",0,"***"
"367","Both vs Maternal HSD",-7.24405740663855,2.05403942171759,-3.52673728169301,0.00158998217364648,"F2","Glycogen","HSD","male","NA",0.0163541023575066,"*",0.0106169777401555,"*"
"368","Both vs Paternal HSD",-0.764065134519218,2.05470009196438,-0.371862121147198,0.928293479756738,"F2","Glycogen","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"369","Maternal vs Paternal HSD",6.47999227211934,2.05073694274353,3.15983592876142,0.00517455646070708,"F2","Glycogen","HSD","male","NA",0.0447081678205092,"*",0.0289495456044964,"*"
"370","Both vs Maternal * Paternal HSD",-4.00406127057889,1.7801838963604,-2.24924024914797,0.0672073339804231,"F2","Glycogen","HSD","male","NA",0.255669942810683," ",0.211605615545963," "
"371","Both vs Maternal HSD",-0.0269223839044419,0.98732713550342,-0.0272679469006133,0.999599918063861,"F2","Trehalose","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"372","Both vs Paternal HSD",-2.53789257221512,0.987644703732824,-2.56964125117373,0.0298184172960487,"F2","Trehalose","HSD","male","NA",0.159957321658681," ",0.116460610948719," "
"373","Maternal vs Paternal HSD",-2.51097018831068,0.985739713630673,-2.54729534946125,0.0311028125447436,"F2","Trehalose","HSD","male","NA",0.159957321658681," ",0.119227448088184," "
"374","Both vs Maternal * Paternal HSD",-1.28240747805978,0.855691399336976,-1.49867987343737,0.299974039710792,"F2","Trehalose","HSD","male","NA",0.830697340737578," ",0.650205510158471," "
"375","Both vs Maternal HSD",-0.669727239791504,0.533661368955916,-1.25496668627485,0.429407164880072,"F2","Glucose","HSD","male","NA",0.999986154515138," ",0.805873346398912," "
"376","Both vs Paternal HSD",0.836802713071232,0.533833018138792,1.56753644798657,0.26797329610767,"F2","Glucose","HSD","male","NA",0.782192323773739," ",0.599680781559866," "
"377","Maternal vs Paternal HSD",1.50652995286274,0.532803349663973,2.82755345628527,0.0140920690427906,"F2","Glucose","HSD","male","NA",0.0895260856836108,".",0.0620650700395245,"."
"378","Both vs Maternal * Paternal HSD",0.0835377366398643,0.462510780017341,0.180617923406525,0.982596917755368,"F2","Glucose","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"379","Both vs Maternal HSD",-5.84805322803736,2.49159629175934,-2.3471110658573,0.0526997855625059,"F3","TAG","HSD","female","NA",0.218906801567332," ",0.178833698548176," "
"380","Both vs Paternal HSD",4.21641253511721,2.48772356884503,1.6948878838153,0.214674718379989,"F3","TAG","HSD","female","NA",0.662424845286825," ",0.507859048053232," "
"381","Maternal vs Paternal HSD",10.0644657631546,2.48189835553749,4.05514824597842,0.000117220871334922,"F3","TAG","HSD","female","NA",0.00172970679966653,"**",0.000990396749646076,"***"
"382","Both vs Maternal * Paternal HSD",-0.815820346460078,2.15834553680431,-0.377984123741373,0.925995566024027,"F3","TAG","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"383","Both vs Maternal HSD",-1.66307356024043,1.67426856688291,-0.993313494104879,0.588570368861706,"F3","Glycogen","HSD","female","NA",0.999986154515138," ",0.93359437819443," "
"384","Both vs Paternal HSD",1.42126591133109,1.67094583638482,0.850575692151742,0.677831783583423,"F3","Glycogen","HSD","female","NA",0.999986154515138," ",0.986204225426628," "
"385","Maternal vs Paternal HSD",3.08433947157152,1.67190192841982,1.84480884861868,0.161798067294321,"F3","Glycogen","HSD","female","NA",0.513946801993724," ",0.423951897847144," "
"386","Both vs Maternal * Paternal HSD",-0.120903824454671,1.44872481739235,-0.0834553415549916,0.996258849232232,"F3","Glycogen","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"387","Both vs Maternal HSD",-0.1963654089397,1.11695074280621,-0.175804895788291,0.983504888349051,"F3","Trehalose","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"388","Both vs Paternal HSD",0.48949820952098,1.11473405763909,0.439116582261509,0.901466802710586,"F3","Trehalose","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"389","Maternal vs Paternal HSD",0.68586361846068,1.1153718930078,0.614919223588398,0.815980420990218,"F3","Trehalose","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"390","Both vs Maternal * Paternal HSD",0.14656640029064,0.96648428628197,0.151649025618902,0.987700854446508,"F3","Trehalose","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"391","Both vs Maternal HSD",0.203840509662103,0.439639939198802,0.463653302367345,0.890792004938686,"F3","Glucose","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"392","Both vs Paternal HSD",0.59586385576971,0.438767435788628,1.35804029006556,0.371807758864067,"F3","Glucose","HSD","female","NA",0.933842743193471," ",0.743615517728134," "
"393","Maternal vs Paternal HSD",0.392023346107606,0.439018492430585,0.892954061996809,0.651483963370655,"F3","Glucose","HSD","female","NA",0.999986154515138," ",0.979274604144311," "
"394","Both vs Maternal * Paternal HSD",0.399852182715907,0.380415247130844,1.05109399723502,0.552463432916904,"F3","Glucose","HSD","female","NA",0.999986154515138," ",0.912466422510139," "
"395","Both vs Maternal HSD",-86.0400000000001,42.1907541214107,-2.03930936508995,0.108401025146906,"F3","Fitness","HSD","female","NA",0.371660657646535," ",0.311652947297355," "
"396","Both vs Paternal HSD",-74.0799999999999,42.1907541214107,-1.75583493451724,0.192006691943807,"F3","Fitness","HSD","female","NA",0.601064426954528," ",0.467592767439625," "
"397","Maternal vs Paternal HSD",11.9600000000002,42.1907541214107,0.283474430572711,0.957684712099356,"F3","Fitness","HSD","female","NA",0.999986154515138," ",0.999986154515138," "
"398","Both vs Maternal * Paternal HSD",-80.06,36.5382648739647,-2.19112758299168,0.0773363745608804,"F3","Fitness","HSD","female","NA",0.283129778053393," ",0.235421022560327," "
"399","Both vs Maternal HSD",0.978008998888218,2.48281948910305,0.393910633930756,0.919909265420318,"F3","TAG","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"400","Both vs Paternal HSD",-1.13187292942804,2.49398623253485,-0.453840889200747,0.895113701074225,"F3","TAG","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"401","Maternal vs Paternal HSD",-2.10988192831626,2.48704488713309,-0.848348953905853,0.679212063739388,"F3","TAG","HSD","male","NA",0.999986154515138," ",0.986204225426628," "
"402","Both vs Maternal * Paternal HSD",-0.0769319652699095,2.15541919452295,-0.0356923448883625,0.999314675109715,"F3","TAG","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"403","Both vs Maternal HSD",0.397101592505432,1.67048246106498,0.237716708652104,0.970050602645985,"F3","Glycogen","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"404","Both vs Paternal HSD",-1.50804904126516,1.67144192232303,-0.902244356279646,0.645710270396845,"F3","Glycogen","HSD","male","NA",0.999986154515138," ",0.979274604144311," "
"405","Maternal vs Paternal HSD",-1.90515063377059,1.67092704235566,-1.1401758338202,0.497600358547627,"F3","Glycogen","HSD","male","NA",0.999986154515138," ",0.872909103553889," "
"406","Both vs Maternal * Paternal HSD",-0.555473724379862,1.44710593288586,-0.383851459493447,0.923791104298758,"F3","Glycogen","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"407","Both vs Maternal HSD",0.484570532383032,1.1144249271818,0.434816666931914,0.903293712786001,"F3","Trehalose","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"408","Both vs Paternal HSD",-0.124636573322788,1.11506501025215,-0.111775163041484,0.99329941250607,"F3","Trehalose","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"409","Maternal vs Paternal HSD",-0.609207105705819,1.11472151962383,-0.546510581325638,0.851602418390438,"F3","Trehalose","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"410","Both vs Maternal * Paternal HSD",0.179966979530122,0.965404283773527,0.186416180821858,0.981473389666881,"F3","Trehalose","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"411","Both vs Maternal HSD",0.161039642704081,0.438645759791435,0.367129144895077,0.93005265907352,"F3","Glucose","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"412","Both vs Paternal HSD",-0.33080593287856,0.438897701145109,-0.753719903329337,0.736821412446177,"F3","Glucose","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
"413","Maternal vs Paternal HSD",-0.491845575582641,0.438762500734598,-1.12098361815143,0.509293570179982,"F3","Glucose","HSD","male","NA",0.999986154515138," ",0.888698295988277," "
"414","Both vs Maternal * Paternal HSD",-0.0848831450872394,0.379990150285523,-0.223382487739376,0.973506540067641,"F3","Glucose","HSD","male","NA",0.999986154515138," ",0.999986154515138," "
